locus_tag	ftype	length_bp	gene	EC_number	COG	product
IABCJNHA_00352	CDS	1239	pbuE_1		COG2814	Purine efflux pump PbuE
IABCJNHA_00353	CDS	615	bacA	4.1.1.100		Prephenate decarboxylase
IABCJNHA_00354	CDS	708	bacB	5.3.3.19		H2HPP isomerase
IABCJNHA_00355	CDS	762	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
IABCJNHA_00356	CDS	1419	bacD	6.3.2.49	COG0439	Alanine--anticapsin ligase
IABCJNHA_00357	CDS	1185	bacE			Putative bacilysin exporter BacE
IABCJNHA_00358	CDS	1200	bacF_1	2.6.1.-	COG0436	Transaminase BacF
IABCJNHA_00359	CDS	780	bacG	1.3.1.-	COG1028	NADPH-dependent reductase BacG
IABCJNHA_00360	CDS	765		1.11.1.-	COG3253	Putative heme-dependent peroxidase
IABCJNHA_00361	CDS	972	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
IABCJNHA_00362	CDS	900	cysL_2		COG0583	HTH-type transcriptional regulator CysL
IABCJNHA_00363	CDS	846	lipL	2.3.1.204	COG0095	Octanoyl-[GcvH]:protein N-octanoyltransferase
IABCJNHA_00364	CDS	891				hypothetical protein
IABCJNHA_00365	CDS	777	rsfA_1			Prespore-specific transcriptional regulator RsfA
IABCJNHA_00366	CDS	225				hypothetical protein
IABCJNHA_00367	CDS	1302				hypothetical protein
IABCJNHA_00368	CDS	501				hypothetical protein
IABCJNHA_00369	CDS	471				hypothetical protein
IABCJNHA_00370	CDS	1401	stp			Multidrug resistance protein Stp
IABCJNHA_00371	CDS	156				hypothetical protein
IABCJNHA_00372	CDS	1917	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
IABCJNHA_00373	CDS	420	yusO_1			putative HTH-type transcriptional regulator YusO
IABCJNHA_00374	CDS	189	ywhB	5.3.2.6	COG1942	2-hydroxymuconate tautomerase
IABCJNHA_00375	CDS	660				hypothetical protein
IABCJNHA_00376	CDS	519				hypothetical protein
IABCJNHA_00377	CDS	2076	pbpG		COG0744	Penicillin-binding protein 2D
IABCJNHA_00378	CDS	831	speE	2.5.1.16	COG0421	Polyamine aminopropyltransferase
IABCJNHA_00379	CDS	873	speB	3.5.3.11	COG0010	Agmatinase
IABCJNHA_00380	CDS	474				hypothetical protein
IABCJNHA_00381	CDS	120	phrF			Phosphatase RapF inhibitor
IABCJNHA_00382	CDS	1146	rapF_1	3.1.-.-	COG0457	Response regulator aspartate phosphatase F
IABCJNHA_00383	CDS	1356	ywhK_1		COG3391	putative protein YwhK
IABCJNHA_00384	CDS	1377	ywhK_2		COG3391	putative protein YwhK
IABCJNHA_00385	CDS	702	albG			Antilisterial bacteriocin subtilosin biosynthesis protein AlbG
IABCJNHA_00386	CDS	1281	albF	3.4.24.-	COG0612	Putative zinc protease AlbF
IABCJNHA_00387	CDS	1185	albE		COG0612	Antilisterial bacteriocin subtilosin biosynthesis protein AlbE
IABCJNHA_00388	CDS	1311	albD			Antilisterial bacteriocin subtilosin biosynthesis protein AlbD
IABCJNHA_00389	CDS	720	albC			Putative ABC transporter ATP-binding protein AlbC
IABCJNHA_00390	CDS	162	albB			Antilisterial bacteriocin subtilosin biosynthesis protein AlbB
IABCJNHA_00391	CDS	1347	albA	1.21.98.-	COG0535	Antilisterial bacteriocin subtilosin biosynthesis protein AlbA
IABCJNHA_00392	CDS	132	sboA			Subtilosin-A
IABCJNHA_00393	CDS	429	ywiB		COG4506	putative beta-barrel protein YwiB
IABCJNHA_00394	CDS	1671	argS	6.1.1.19		Arginine--tRNA ligase
IABCJNHA_00395	CDS	1188	narT		COG2223	putative nitrate transporter NarT
IABCJNHA_00396	CDS	717	fnr		COG0664	Anaerobic regulatory protein
IABCJNHA_00397	CDS	720				hypothetical protein
IABCJNHA_00398	CDS	477	arfM			putative transcription regulator ArfM
IABCJNHA_00399	CDS	3687	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
IABCJNHA_00400	CDS	1464	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
IABCJNHA_00401	CDS	555				hypothetical protein
IABCJNHA_00402	CDS	672	narX		COG2180	Nitrate reductase-like protein NarX
IABCJNHA_00403	CDS	1503	ywiE	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
IABCJNHA_00404	CDS	1728		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
IABCJNHA_00405	CDS	525				IS1595 family transposase ISCac2
IABCJNHA_00406	CDS	273				hypothetical protein
IABCJNHA_00407	CDS	963	uvsE	3.-.-.-	COG4294	UV DNA damage endonuclease
IABCJNHA_00408	CDS	1197	clsB		COG1502	Minor cardiolipin synthase ClsB
IABCJNHA_00409	CDS	2118	fadF	1.-.-.-	COG0247	putative iron-sulfur-binding oxidoreductase FadF
IABCJNHA_00410	CDS	1140	acdA	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
IABCJNHA_00411	CDS	459	rpoE		COG3343	DNA-directed RNA polymerase subunit delta
IABCJNHA_00412	CDS	1608	pyrG	6.3.4.2		CTP synthase
IABCJNHA_00413	CDS	522				hypothetical protein
IABCJNHA_00414	CDS	375	spo0F	2.7.-.-	COG0784	Sporulation initiation phosphotransferase F
IABCJNHA_00415	CDS	858	fbaA	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
IABCJNHA_00416	CDS	639	tal	2.2.1.2	COG0176	Transaldolase
IABCJNHA_00417	CDS	1290	murAB	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
IABCJNHA_00418	CDS	966	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
IABCJNHA_00419	CDS	1284	rho	3.6.4.-	COG1158	Transcription termination factor Rho
IABCJNHA_00420	CDS	201	rpmE		COG0254	50S ribosomal protein L31
IABCJNHA_00421	CDS	588	tdk	2.7.1.21	COG1435	Thymidine kinase
IABCJNHA_00422	CDS	1698	maeA_1	1.1.1.38	COG0281	putative NAD-dependent malic enzyme 2
IABCJNHA_00423	CDS	960				hypothetical protein
IABCJNHA_00424	CDS	555	racA			Chromosome-anchoring protein RacA
IABCJNHA_00425	CDS	387				hypothetical protein
IABCJNHA_00426	CDS	1071	prfA		COG0216	Peptide chain release factor 1
IABCJNHA_00427	CDS	867	prmC	2.1.1.297		Release factor glutamine methyltransferase
IABCJNHA_00428	CDS	288				hypothetical protein
IABCJNHA_00429	CDS	363				hypothetical protein
IABCJNHA_00430	CDS	675				hypothetical protein
IABCJNHA_00431	CDS	444				hypothetical protein
IABCJNHA_00432	CDS	1041	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
IABCJNHA_00433	CDS	558	mntP		COG1971	putative manganese efflux pump MntP
IABCJNHA_00434	CDS	453	ywlE	3.9.1.2	COG0394	Protein-arginine-phosphatase
IABCJNHA_00435	CDS	450	ywlF	5.3.1.-	COG0698	Putative sugar phosphate isomerase YwlF
IABCJNHA_00436	CDS	543				hypothetical protein
IABCJNHA_00437	CDS	1248	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
IABCJNHA_00438	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
IABCJNHA_00439	CDS	384				hypothetical protein
IABCJNHA_00440	CDS	735	atpB		COG0356	ATP synthase subunit a
IABCJNHA_00441	CDS	213	atpE		COG0636	ATP synthase subunit c
IABCJNHA_00442	CDS	513	atpF		COG0711	ATP synthase subunit b
IABCJNHA_00443	CDS	546	atpH		COG0712	ATP synthase subunit delta
IABCJNHA_00444	CDS	1509	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
IABCJNHA_00445	CDS	864	atpG		COG0224	ATP synthase gamma chain
IABCJNHA_00446	CDS	1422	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
IABCJNHA_00447	CDS	399	atpC		COG0355	ATP synthase epsilon chain
IABCJNHA_00448	CDS	474				hypothetical protein
IABCJNHA_00449	CDS	231				hypothetical protein
IABCJNHA_00450	CDS	741	ywmB			putative protein YwmB
IABCJNHA_00451	CDS	1311	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
IABCJNHA_00452	CDS	1032				hypothetical protein
IABCJNHA_00453	CDS	684				hypothetical protein
IABCJNHA_00454	CDS	675				hypothetical protein
IABCJNHA_00455	CDS	162				hypothetical protein
IABCJNHA_00456	CDS	789	fdhD		COG1526	Sulfur carrier protein FdhD
IABCJNHA_00457	CDS	1026	moaA_2	4.1.99.22	COG2896	GTP 3',8-cyclase
IABCJNHA_00458	CDS	1134	rapA_1	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
IABCJNHA_00459	CDS	639				hypothetical protein
IABCJNHA_00460	CDS	189	csbD		COG3237	Stress response protein CsbD
IABCJNHA_00461	CDS	165				hypothetical protein
IABCJNHA_00462	CDS	318	ureA	3.5.1.5	COG0831	Urease subunit gamma
IABCJNHA_00463	CDS	375	ureB	3.5.1.5	COG0832	Urease subunit beta
IABCJNHA_00464	CDS	1710	ureC	3.5.1.5	COG0804	Urease subunit alpha
IABCJNHA_00465	CDS	402	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
IABCJNHA_00466	CDS	642				hypothetical protein
IABCJNHA_00467	CDS	384				hypothetical protein
IABCJNHA_00468	CDS	774	mta		COG0789	HTH-type transcriptional activator mta
IABCJNHA_00469	CDS	1491	clsA	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
IABCJNHA_00470	CDS	435				hypothetical protein
IABCJNHA_00471	CDS	519				hypothetical protein
IABCJNHA_00472	CDS	498	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
IABCJNHA_00473	CDS	852	spoIIQ		COG0739	Stage II sporulation protein Q
IABCJNHA_00474	CDS	423	ywnJ			putative membrane protein YwnJ
IABCJNHA_00475	CDS	582	bcrC	3.6.1.27	COG0671	Undecaprenyl-diphosphatase BcrC
IABCJNHA_00476	CDS	351	nrgB		COG0347	Nitrogen regulatory PII-like protein
IABCJNHA_00477	CDS	1215	nrgA			Ammonium transporter
IABCJNHA_00478	CDS	462				hypothetical protein
IABCJNHA_00479	CDS	570	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
IABCJNHA_00480	CDS	1362	ribZ_1			Riboflavin transporter RibZ
IABCJNHA_00481	CDS	1473	pucI		COG1953	putative allantoin permease
IABCJNHA_00482	CDS	1407				hypothetical protein
IABCJNHA_00483	CDS	1191	pbuE_2		COG2814	Purine efflux pump PbuE
IABCJNHA_00484	CDS	414			COG1846	putative HTH-type transcriptional regulator/GBAA_1941/BAS1801
IABCJNHA_00485	CDS	282	spoIIID			Stage III sporulation protein D
IABCJNHA_00486	CDS	1002	mbl		COG1077	Cell shape-determining protein Mbl
IABCJNHA_00487	CDS	813	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
IABCJNHA_00488	CDS	810	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
IABCJNHA_00489	CDS	1065	rapF_2	3.1.-.-	COG0457	Response regulator aspartate phosphatase F
IABCJNHA_00490	CDS	471	fabZ_1	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
IABCJNHA_00491	CDS	393	mscL		COG1970	Large-conductance mechanosensitive channel
IABCJNHA_00492	CDS	870				hypothetical protein
IABCJNHA_00493	CDS	309	ywpE	3.4.22.-	COG3764	Putative sortase YwpE
IABCJNHA_00494	CDS	411				hypothetical protein
IABCJNHA_00495	CDS	384	ywpG			putative protein YwpG
IABCJNHA_00496	CDS	342	ssbB		COG0629	Single-stranded DNA-binding protein B
IABCJNHA_00497	CDS	777	glcR		COG1349	HTH-type transcriptional repressor GlcR
IABCJNHA_00498	CDS	858	ywpJ	3.1.3.-	COG0561	Phosphatase YwpJ
IABCJNHA_00499	CDS	2769	rapA_2	3.6.4.-		RNA polymerase-associated protein RapA
IABCJNHA_00500	CDS	1611				hypothetical protein
IABCJNHA_00501	CDS	144				hypothetical protein
IABCJNHA_00502	CDS	747	ywqC_1		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
IABCJNHA_00503	CDS	684	ywqD	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
IABCJNHA_00504	CDS	765	ywqE	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
IABCJNHA_00505	CDS	1323	ywqF	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase YwqF
IABCJNHA_00506	CDS	786	ywqG		COG3878	putative protein YwqG
IABCJNHA_00507	CDS	423				hypothetical protein
IABCJNHA_00508	CDS	261				hypothetical protein
IABCJNHA_00509	CDS	1809	ywqJ	3.1.-.-	COG5444	Putative ribonuclease YwqJ
IABCJNHA_00510	CDS	465	ywqK			Putative antitoxin YwqK
IABCJNHA_00511	CDS	717	nfi	3.1.21.7	COG1515	Endonuclease V
IABCJNHA_00512	CDS	882	gltR_1		COG0583	HTH-type transcriptional regulator GltR
IABCJNHA_00513	CDS	546	ywqN	1.-.-.-	COG0655	Putative NAD(P)H-dependent FMN-containing oxidoreductase YwqN
IABCJNHA_00514	CDS	222				hypothetical protein
IABCJNHA_00515	CDS	537	chrA			Chromate transport protein
IABCJNHA_00516	CDS	594				hypothetical protein
IABCJNHA_00517	CDS	477				hypothetical protein
IABCJNHA_00518	CDS	1578	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
IABCJNHA_00519	CDS	336				hypothetical protein
IABCJNHA_00520	CDS	618				hypothetical protein
IABCJNHA_00521	CDS	588	cotG			Spore coat protein G
IABCJNHA_00522	CDS	1089	cotH_1		COG5337	Inner spore coat protein H
IABCJNHA_00523	CDS	1143				hypothetical protein
IABCJNHA_00524	CDS	678				hypothetical protein
IABCJNHA_00525	CDS	1215	arsB_1		COG1055	Arsenical pump membrane protein
IABCJNHA_00526	CDS	909	hcaR			Hca operon transcriptional activator HcaR
IABCJNHA_00527	CDS	1716	alsS	2.2.1.6	COG0028	Acetolactate synthase
IABCJNHA_00528	CDS	768	alsD	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
IABCJNHA_00529	CDS	528	ywrO_1	1.6.99.-	COG2249	General stress protein 14
IABCJNHA_00530	CDS	297				hypothetical protein
IABCJNHA_00531	CDS	537	ywsB			Cell wall-binding protein YwsB
IABCJNHA_00532	CDS	918	rbsB		COG1879	Ribose import binding protein RbsB
IABCJNHA_00533	CDS	969	rbsC		COG1172	Ribose import permease protein RbsC
IABCJNHA_00534	CDS	1482	rbsA	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
IABCJNHA_00535	CDS	396	rbsD	5.4.99.62	COG1869	D-ribose pyranase
IABCJNHA_00536	CDS	882	rbsK/rbiA			Bifunctional ribokinase/ribose-5-phosphate isomerase A
IABCJNHA_00537	CDS	981	ccpA_1		COG1609	Catabolite control protein A
IABCJNHA_00538	CDS	1182	capB			Capsule biosynthesis protein CapB
IABCJNHA_00539	CDS	450	capC			Capsule biosynthesis protein CapC
IABCJNHA_00540	CDS	1143	capA			Capsule biosynthesis protein CapA
IABCJNHA_00541	CDS	168				hypothetical protein
IABCJNHA_00542	CDS	1362	pgdS	3.4.19.-	COG0791	Gamma-DL-glutamyl hydrolase
IABCJNHA_00543	CDS	861	ywtE	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE
IABCJNHA_00544	CDS	969	tagT	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagT
IABCJNHA_00545	CDS	1374	csbC_2			putative metabolite transport protein CsbC
IABCJNHA_00546	CDS	1125	gerBC_1			Spore germination protein B3
IABCJNHA_00547	CDS	1113	gerBB			Spore germination protein B2
IABCJNHA_00548	CDS	1452	gerBA_1			Spore germination protein B1
IABCJNHA_00549	CDS	951	yvyI	5.3.1.8	COG1482	Putative mannose-6-phosphate isomerase YvyI
IABCJNHA_00550	CDS	2643	lytD	3.2.1.96	COG4193	Beta-N-acetylglucosaminidase
IABCJNHA_00551	CDS	1329				hypothetical protein
IABCJNHA_00552	CDS	1146	tagB	2.7.8.44	COG1887	Teichoic acid glycerol-phosphate primase
IABCJNHA_00553	CDS	771	tagA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
IABCJNHA_00554	CDS	390	tagD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
IABCJNHA_00555	CDS	2022	tagE	2.4.1.52	COG0438	Poly(glycerol-phosphate) alpha-glucosyltransferase
IABCJNHA_00556	CDS	2241	tagF	2.7.8.12	COG1887	Teichoic acid poly(glycerol phosphate) polymerase
IABCJNHA_00557	CDS	828	tagG		COG1682	Teichoic acid translocation permease protein TagG
IABCJNHA_00558	CDS	1584	tagH	7.5.2.4	COG1134	Teichoic acids export ATP-binding protein TagH
IABCJNHA_00559	CDS	597	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
IABCJNHA_00560	CDS	102				hypothetical protein
IABCJNHA_00561	CDS	1341				hypothetical protein
IABCJNHA_00562	CDS	2703				hypothetical protein
IABCJNHA_00563	CDS	879	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
IABCJNHA_00564	CDS	1143	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
IABCJNHA_00565	CDS	921	tagU	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
IABCJNHA_00566	CDS	309	lytA			Membrane-bound protein LytA
IABCJNHA_00567	CDS	2118	lytB		COG2247	Amidase enhancer
IABCJNHA_00568	CDS	1491	lytC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
IABCJNHA_00569	CDS	540	tuaA	2.7.8.40	COG2148	Putative undecaprenyl-phosphate N-acetylgalactosaminyl 1-phosphate transferase
IABCJNHA_00570	CDS	1452	tuaB		COG2244	Teichuronic acid biosynthesis protein TuaB
IABCJNHA_00571	CDS	1170	tuaC	2.4.-.-	COG0438	Putative teichuronic acid biosynthesis glycosyltransferase TuaC
IABCJNHA_00572	CDS	1386	tuaD	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
IABCJNHA_00573	CDS	1467	tuaE			Teichuronic acid biosynthesis protein TuaE
IABCJNHA_00574	CDS	681	tuaF			Teichuronic acid biosynthesis protein TuaF
IABCJNHA_00575	CDS	759	tuaG	2.4.-.-	COG0463	Putative teichuronic acid biosynthesis glycosyltransferase TuaG
IABCJNHA_00576	CDS	1200	tuaH	2.4.-.-		Putative teichuronic acid biosynthesis glycosyltransferase TuaH
IABCJNHA_00577	CDS	1077	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
IABCJNHA_00578	CDS	1176	tagV	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagV
IABCJNHA_00579	CDS	654	yigZ		COG1739	IMPACT family member YigZ
IABCJNHA_00580	CDS	1158	degS	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase DegS
IABCJNHA_00581	CDS	690	degU		COG2197	Transcriptional regulatory protein DegU
IABCJNHA_00582	CDS	846	degV		COG1307	Protein DegV
IABCJNHA_00583	CDS	1392	comFA	3.6.4.12	COG4098	ComF operon protein 1
IABCJNHA_00584	CDS	297	comFB			ComF operon protein 2
IABCJNHA_00585	CDS	723				hypothetical protein
IABCJNHA_00586	CDS	420				hypothetical protein
IABCJNHA_00587	CDS	267				hypothetical protein
IABCJNHA_00588	CDS	483	yvyG			putative protein YvyG
IABCJNHA_00589	CDS	1524				hypothetical protein
IABCJNHA_00590	CDS	897	flaB3		COG1344	Flagellin FlaB3
IABCJNHA_00591	CDS	576	yviE			putative protein YviE
IABCJNHA_00592	CDS	432	fliW		COG1699	Flagellar assembly factor FliW
IABCJNHA_00593	CDS	225	csrA		COG1551	Translational regulator CsrA
IABCJNHA_00594	CDS	915	hag		COG1344	Flagellin
IABCJNHA_00595	CDS	330	yvyC		COG1334	putative protein YvyC
IABCJNHA_00596	CDS	1497	fliD		COG1345	Flagellar hook-associated protein 2
IABCJNHA_00597	CDS	402	fliS		COG1516	Flagellar secretion chaperone FliS
IABCJNHA_00598	CDS	342	fliT			Flagellar protein FliT
IABCJNHA_00599	CDS	378				hypothetical protein
IABCJNHA_00600	CDS	570	yvyD		COG1544	Ribosome hibernation promotion factor
IABCJNHA_00601	CDS	2526	secA		COG0653	Protein translocase subunit SecA
IABCJNHA_00602	CDS	984	prfB			Peptide chain release factor 2
IABCJNHA_00603	CDS	846				hypothetical protein
IABCJNHA_00604	CDS	339	cccB		COG2010	Cytochrome c-551
IABCJNHA_00605	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
IABCJNHA_00606	CDS	900	ftsX		COG2177	Cell division protein FtsX
IABCJNHA_00607	CDS	1443	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
IABCJNHA_00608	CDS	339				hypothetical protein
IABCJNHA_00609	CDS	1194	minJ		COG0265	Cell division topological determinant MinJ
IABCJNHA_00610	CDS	1335	ribZ_2			Riboflavin transporter RibZ
IABCJNHA_00611	CDS	570	bm3R1_1			HTH-type transcriptional repressor Bm3R1
IABCJNHA_00612	CDS	2496				hypothetical protein
IABCJNHA_00613	CDS	231	csbA		COG4897	Protein CsbA
IABCJNHA_00614	CDS	1986	uvrB		COG0556	UvrABC system protein B
IABCJNHA_00615	CDS	2874	uvrA			UvrABC system protein A
IABCJNHA_00616	CDS	483	yvzB		COG1344	Putative flagellin YvzB
IABCJNHA_00617	CDS	231				hypothetical protein
IABCJNHA_00618	CDS	327				hypothetical protein
IABCJNHA_00619	CDS	1098				hypothetical protein
IABCJNHA_00620	CDS	198				hypothetical protein
IABCJNHA_00621	CDS	360				hypothetical protein
IABCJNHA_00622	CDS	1212	ymfD_1			Bacillibactin exporter
IABCJNHA_00623	CDS	510	pchR_1			HTH-type transcriptional regulator PchR
IABCJNHA_00624	CDS	747	yvmC	2.3.2.22		Cyclo(L-leucyl-L-leucyl) synthase
IABCJNHA_00625	CDS	1218	cypX	1.14.15.13	COG2124	Pulcherriminic acid synthase
IABCJNHA_00626	CDS	474				hypothetical protein
IABCJNHA_00627	CDS	3870	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
IABCJNHA_00628	CDS	732	nagR_1		COG2188	HTH-type transcriptional repressor NagR
IABCJNHA_00629	CDS	729	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
IABCJNHA_00630	CDS	1191	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
IABCJNHA_00631	CDS	933	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
IABCJNHA_00632	CDS	810	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
IABCJNHA_00633	CDS	939				hypothetical protein
IABCJNHA_00634	CDS	651	ppaX_1	3.6.1.1	COG0546	Pyrophosphatase PpaX
IABCJNHA_00635	CDS	519	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
IABCJNHA_00636	CDS	666	pelC	4.2.2.2		Pectate lyase C
IABCJNHA_00637	CDS	753				hypothetical protein
IABCJNHA_00638	CDS	1176	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
IABCJNHA_00639	CDS	642	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
IABCJNHA_00640	CDS	1284	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
IABCJNHA_00641	CDS	585	hisB	4.2.1.19		Imidazoleglycerol-phosphate dehydratase
IABCJNHA_00642	CDS	639	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
IABCJNHA_00643	CDS	738	priA_1	5.3.1.16	COG0106	Phosphoribosyl isomerase A
IABCJNHA_00644	CDS	759	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
IABCJNHA_00645	CDS	630	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
IABCJNHA_00646	CDS	726	yvcA			Putative lipoprotein YvcA
IABCJNHA_00647	CDS	1911				hypothetical protein
IABCJNHA_00648	CDS	360				hypothetical protein
IABCJNHA_00649	CDS	1770	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
IABCJNHA_00650	CDS	1455				hypothetical protein
IABCJNHA_00651	CDS	1422	cwlO	3.4.-.-	COG0791	Peptidoglycan DL-endopeptidase CwlO
IABCJNHA_00652	CDS	951	trxB	1.8.1.9	COG0492	Thioredoxin reductase
IABCJNHA_00653	CDS	477	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
IABCJNHA_00654	CDS	888	yvcJ		COG1660	Nucleotide-binding protein YvcJ
IABCJNHA_00655	CDS	996			COG0391	Gluconeogenesis factor
IABCJNHA_00656	CDS	951	whiA		COG1481	putative cell division protein WhiA
IABCJNHA_00657	CDS	258	crh		COG1925	HPr-like protein Crh
IABCJNHA_00658	CDS	756	nhoA	2.3.1.5	COG2162	Arylamine N-acetyltransferase
IABCJNHA_00659	CDS	210				hypothetical protein
IABCJNHA_00660	CDS	714	graR_2		COG0745	Response regulator protein GraR
IABCJNHA_00661	CDS	1071	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
IABCJNHA_00662	CDS	780	yxdL_2		COG1136	ABC transporter ATP-binding protein YxdL
IABCJNHA_00663	CDS	1941	yxdM_2			ABC transporter permease protein YxdM
IABCJNHA_00664	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
IABCJNHA_00665	CDS	585	csh_1	3.13.1.5		Carbon disulfide hydrolase
IABCJNHA_00666	CDS	1593	dauA		COG0659	C4-dicarboxylic acid transporter DauA
IABCJNHA_00667	CDS	321				hypothetical protein
IABCJNHA_00668	CDS	576	yvdD		COG1611	LOG family protein YvdD
IABCJNHA_00669	CDS	951	purR_1		COG1609	HTH-type transcriptional repressor PurR
IABCJNHA_00670	CDS	1767	bbmA	3.2.1.-	COG0366	Intracellular maltogenic amylase
IABCJNHA_00671	CDS	1254	mdxE		COG2182	Maltodextrin-binding protein MdxE
